Word	Declension	Gender	CaseNum	Case	Num	TotFreq	LatSuf	Declined	0	1	2	3	4	5	6	7	8	9	10
23	adulter:Dat.Sg	2	mh	Dat.Sg	Dat	Sg	55	ō	adulterō	u				u	u	u	u	u	u	u
24	adulter:Acc.Pl	2	mh	Acc.Pl	Acc	Pl	55	ōs	adulterōs	ui	i	i								
25	adulter:Gen.Sg	2	mh	Gen.Sg	Gen	Sg	55	ī	adulterī	i				u	u	u	u	u	u	u
26	adulter:Gen.Pl	2	mh	Gen.Pl	Gen	Pl	55	ōrum	adulterōrum	oru	iu	e	ei							
27	adulter:Abl.Sg	2	mh	Abl.Sg	Abl	Sg	55	ō	adulterō	u	u	u	u	u	u	u	u	u	u	u
28	adulter:Nom.Pl	2	mh	Nom.Pl	Nom	Pl	55	ī	adulterī	i	i	i								
29	adulter:Acc.Sg	2	mh	Acc.Sg	Acc	Sg	55	um	adulterum	u	u	u	u	u	u	u	u	u	u	u
30	adulter:Dat.Pl	2	mh	Dat.Pl	Dat	Pl	55	īs	adulterīs	ī	eiu	ei	ei		e			e	e	e
31	adventus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	112	us	adventus	ui	ui	u	u	u	u	u	u	u	u	u
32	adventus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	112	ibus	adventibus	eui	i	i								
33	adventus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	112	uī	adventuī	ui	u	u	u	u	u	u	u	u	u	u
34	adventus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	112	ūs	adventūs	ui	i	ui								
35	adventus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	112	ūs	adventūs	ui	ui	u	u	u	u	u	u	u	u	u
36	adventus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	112	uum	adventuum	u	īu	i								
37	adventus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	112	ū	adventū	u	u	u	u	u	u	u	u	u	u	u
38	adventus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	112	ūs	adventūs	ui	i	i						u	u	u
39	adventus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	112	um	adventum	u	u	u	u	u	u	u	u	u	u	u
40	adventus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	112	ibus	adventibus	eui	i	i								
41	aedes:Nom.Sg	3	f	Nom.Sg	Nom	Sg	68	ēs	aedēs	ei						e				
42	aedes:Abl.Pl	3	f	Abl.Pl	Abl	Pl	68	ibus	aedibus	eui	e	e	e	e	e	e	e	e	e	e
43	aedes:Dat.Sg	3	f	Dat.Sg	Dat	Sg	68	ī	aedī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
44	aedes:Acc.Pl	3	f	Acc.Pl	Acc	Pl	68	ēs	aedēs	ei	ei	ei	e	e	e	e	e	e	e	e
45	aedes:Gen.Sg	3	f	Gen.Sg	Gen	Sg	68	is	aedis	ei	e	e	e	e	e	e	e	e	e	e
46	aedes:Gen.Pl	3	f	Gen.Pl	Gen	Pl	68	ium	aedium	eu	eiu	ei	ei	ei	ei	e	e	e	e	e
47	aedes:Abl.Sg	3	f	Abl.Sg	Abl	Sg	68	e	aede	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
48	aedes:Nom.Pl	3	f	Nom.Pl	Nom	Pl	68	ēs	aedēs	ei	i	ei	e	e	e	e	e	e	e	e
49	aedes:Acc.Sg	3	f	Acc.Sg	Acc	Sg	68	em	aedem	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
50	aedes:Dat.Pl	3	f	Dat.Pl	Dat	Pl	68	ibus	aedibus	eui	ei	ei	ei	ei	ei	e	e	e	e	e
51	aer:Nom.Sg	3	m	Nom.Sg	Nom	Sg	78		āēr											
52	aer:Abl.Pl	3	m	Abl.Pl	Abl	Pl	78	ibus	āeribus	eui	eu	e	e	e	e	e	e	e	e	e
53	aer:Dat.Sg	3	m	Dat.Sg	Dat	Sg	78	ī	āerī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
54	aer:Acc.Pl	3	m	Acc.Pl	Acc	Pl	78	ēs	āerēs	ei	ei	ei	e	e	e	e	e	e	e	e
55	aer:Gen.Sg	3	m	Gen.Sg	Gen	Sg	78	is	āeris	ei	e	e	e		e	e				
56	aer:Gen.Pl	3	m	Gen.Pl	Gen	Pl	78	um	āerum	u	eu	ei	ei	ei	ei	e	e	e	e	e
57	aer:Abl.Sg	3	m	Abl.Sg	Abl	Sg	78	e	āere	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
58	aer:Nom.Pl	3	m	Nom.Pl	Nom	Pl	78	ēs	āerēs	ei	i	ei	e		e	e	e	e	e	e
59	aer:Acc.Sg	3	m	Acc.Sg	Acc	Sg	78	a	āera	a	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
60	aer:Dat.Pl	3	m	Dat.Pl	Dat	Pl	78	ibus	āeribus	eui	eiu	ei	ei	ei	ei	e	e	e	e	e
61	aes:Nom.Sg	3	n	Nom.Sg	Nom	Sg	141		aes											
62	aes:Abl.Pl	3	n	Abl.Pl	Abl	Pl	141	ibus	aeribus	eui	e					e	e	e	e	e
63	aes:Dat.Sg	3	n	Dat.Sg	Dat	Sg	141	ī	aerī	i	e	e								
64	aes:Acc.Pl	3	n	Acc.Pl	Acc	Pl	141	a	aera	a						e	e	e	e	e
65	aes:Gen.Sg	3	n	Gen.Sg	Gen	Sg	141	is	aeris	ei	e	e								
66	aes:Gen.Pl	3	n	Gen.Pl	Gen	Pl	141	um	aerum	u	eu	e	ei	ei	i	e	e	e	e	e
67	aes:Abl.Sg	3	n	Abl.Sg	Abl	Sg	141	e	aere	ea	e									
68	aes:Nom.Pl	3	n	Nom.Pl	Nom	Pl	141	a	aera	a						e	e	e	e	e
69	aes:Acc.Sg	3	n	Acc.Sg	Acc	Sg	141		aes											
70	aes:Dat.Pl	3	n	Dat.Pl	Dat	Pl	141	ibus	aeribus	eui	e	e	ei	ei	e	e	e	e	e	e
71	aestas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	89		aestās							e				
72	aestas:Abl.Pl	3	f	Abl.Pl	Abl	Pl	89	ibus	aestātibus	eui	e	e	e	e	e	e	e	e	e	e
73	aestas:Dat.Sg	3	f	Dat.Sg	Dat	Sg	89	ī	aestātī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
74	aestas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	89	ēs	aestātēs	ei	ei	ei	e	e	e	e	e	e	e	e
75	aestas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	89	is	aestātis	ei	e	e	e	e	e	e	e	e	e	e
76	aestas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	89	um	aestātum	u	eu	ei	ei	ei	ei	e	e	e	e	e
77	aestas:Abl.Sg	3	f	Abl.Sg	Abl	Sg	89	e	aestāte	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
78	aestas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	89	ēs	aestātēs	ei	i	i	e	e	e	e	e	e	e	e
79	aestas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	89	em	aestātem	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
80	aestas:Dat.Pl	3	f	Dat.Pl	Dat	Pl	89	ibus	aestātibus	eui	ei	ei	ei	ei	ei	e	e	e	e	e
81	aestus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	105	us	aestus	ui	ui	u	u	u	u	u	u	u	u	u
82	aestus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	105	ibus	aestibus	eui	i	i								
83	aestus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	105	uī	aestuī	ui	u	u	u	u	u	u	u	u	u	u
84	aestus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	105	ūs	aestūs	ui	i	i								
85	aestus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	105	ūs	aestūs	ui	u	u	u	u	u	u	u	u	u	u
86	aestus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	105	uum	aestuum	u	īu	ei								
87	aestus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	105	ū	aestū	u	u	u	u	u	u	u	u	u	u	u
88	aestus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	105	ūs	aestūs	ui	i	i						u	u	u
89	aestus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	105	um	aestum	u	u	u	u	u	u	u	u	u	u	u
90	aestus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	105	ibus	aestibus	eui	i	i								
91	aetas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	418		aetās											
92	aetas:Abl.Pl	3	f	Abl.Pl	Abl	Pl	418	ibus	aetātibus	eui	e	e	e	e	e	e	e	e	e	e
93	aetas:Dat.Sg	3	f	Dat.Sg	Dat	Sg	418	ī	aetātī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
94	aetas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	418	ēs	aetātēs	ei	ei	ei	e	e	e	e	e	e	e	e
95	aetas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	418	is	aetātis	ei	e	e	e	e	e	e	e	e	e	e
96	aetas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	418	um	aetātum	u	eiu	ei	ei	ei	ei	e	e	e	e	e
97	aetas:Abl.Sg	3	f	Abl.Sg	Abl	Sg	418	e	aetāte	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
98	aetas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	418	ēs	aetātēs	ei	i	ei	e	e	e	e	e	e	e	e
99	aetas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	418	em	aetātem	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
100	aetas:Dat.Pl	3	f	Dat.Pl	Dat	Pl	418	ibus	aetātibus	eui	ei	ei	ei	ei	ei	e	e	e	e	e
101	aevum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	91	um	aevum	u	u	u	u	u	u	u	u	u	u	u
102	aevum:Abl.Pl	2	n	Abl.Pl	Abl	Pl	91	īs	aevīs	ī										
103	aevum:Dat.Sg	2	n	Dat.Sg	Dat	Sg	91	ō	aevō	u	u		u	u	u	u	u	u	u	u
104	aevum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	91	a	aeva	a										
105	aevum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	91	ī	aevī	i				u	u	u	u	u	u	u
106	aevum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	91	ōrum	aevōrum	oru	eu	e								
107	aevum:Abl.Sg	2	n	Abl.Sg	Abl	Sg	91	ō	aevō	u	u	u	u	u	u	u	u	u	u	u
108	aevum:Nom.Pl	2	n	Nom.Pl	Nom	Pl	91	a	aeva	a								u		
109	aevum:Acc.Sg	2	n	Acc.Sg	Acc	Sg	91	um	aevum	u	u	u	u	u	u	u	u	u	u	u
110	aevum:Dat.Pl	2	n	Dat.Pl	Dat	Pl	91	īs	aevīs	ī										
111	affectus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	185	us	affectus	ui	u	u	u	u	u	u	u	u	u	u
112	affectus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	185	ibus	affectibus	eui	i	i								
113	affectus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	185	uī	affectuī	ui	u	u	u	u	u	u	u	u	u	u
114	affectus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	185	ūs	affectūs	ui	i	i								
115	affectus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	185	ūs	affectūs	ui	u	u	u	u	u	u	u	u	u	u
116	affectus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	185	uum	affectuum	u	iu	i								
117	affectus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	185	ū	affectū	u	u	u	u	u	u	u	u	u	u	u
118	affectus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	185	ūs	affectūs	ui	i	i						u	u	u
119	affectus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	185	um	affectum	u	u	u	u	u	u	u	u	u	u	u
120	affectus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	185	ibus	affectibus	eui	i	i								
121	ager:Nom.Sg	2	m	Nom.Sg	Nom	Sg	337		ager		u	u	u	u	u	u	u	u	u	u
122	ager:Abl.Pl	2	m	Abl.Pl	Abl	Pl	337	īs	agrīs	ī	iu									
123	ager:Dat.Sg	2	m	Dat.Sg	Dat	Sg	337	ō	agrō	u	u			u	u	u	u	u	u	u
124	ager:Acc.Pl	2	m	Acc.Pl	Acc	Pl	337	ōs	agrōs	ui	i	i								
125	ager:Gen.Sg	2	m	Gen.Sg	Gen	Sg	337	ī	agrī	i				u	u	u	u	u	u	u
126	ager:Gen.Pl	2	m	Gen.Pl	Gen	Pl	337	ōrum	agrōrum	oru	iu	ei	ei							
127	ager:Abl.Sg	2	m	Abl.Sg	Abl	Sg	337	ō	agrō	u	u	u	u	u	u	u	u	u	u	u
128	ager:Nom.Pl	2	m	Nom.Pl	Nom	Pl	337	ī	agrī	i	i	i								
129	ager:Acc.Sg	2	m	Acc.Sg	Acc	Sg	337	um	agrum	u	u	u	u	u	u	u	u	u	u	u
130	ager:Dat.Pl	2	m	Dat.Pl	Dat	Pl	337	īs	agrīs	ī	iu	ei	ei							
131	agger:Nom.Sg	3	m	Nom.Sg	Nom	Sg	76		agger											
132	agger:Abl.Pl	3	m	Abl.Pl	Abl	Pl	76	ibus	aggeribus	eui	e	e	e	e	e	e	e	e	e	e
133	agger:Dat.Sg	3	m	Dat.Sg	Dat	Sg	76	ī	aggerī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
134	agger:Acc.Pl	3	m	Acc.Pl	Acc	Pl	76	ēs	aggerēs	ei	ei	ei	e	e	e	e	e	e	e	e
135	agger:Gen.Sg	3	m	Gen.Sg	Gen	Sg	76	is	aggeris	ei	e	e	e							
136	agger:Gen.Pl	3	m	Gen.Pl	Gen	Pl	76	um	aggerum	u	eiu	ei	ei	ei	ei	e	e	e	e	e
137	agger:Abl.Sg	3	m	Abl.Sg	Abl	Sg	76	e	aggere	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
138	agger:Nom.Pl	3	m	Nom.Pl	Nom	Pl	76	ēs	aggerēs	ei	i	ei	e	e	e	e	e	e	e	e
139	agger:Acc.Sg	3	m	Acc.Sg	Acc	Sg	76	em	aggerem	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
140	agger:Dat.Pl	3	m	Dat.Pl	Dat	Pl	76	ibus	aggeribus	eui	ei	ei	ei	ei	ei	e	e	e	e	e
141	agmen:Nom.Sg	3	n	Nom.Sg	Nom	Sg	360		agmen											
142	agmen:Abl.Pl	3	n	Abl.Pl	Abl	Pl	360	ibus	agminibus	eui	e					e	e	e	e	e
143	agmen:Dat.Sg	3	n	Dat.Sg	Dat	Sg	360	ī	agminī	i	e	e								
144	agmen:Acc.Pl	3	n	Acc.Pl	Acc	Pl	360	a	agmina	a						e	e	e	e	e
145	agmen:Gen.Sg	3	n	Gen.Sg	Gen	Sg	360	is	agminis	ei	e	e								
146	agmen:Gen.Pl	3	n	Gen.Pl	Gen	Pl	360	um	agminum	u	e	e	ei	ei	i	e	e	e	e	e
147	agmen:Abl.Sg	3	n	Abl.Sg	Abl	Sg	360	e	agmine	ea	e									
148	agmen:Nom.Pl	3	n	Nom.Pl	Nom	Pl	360	a	agmina	a						e	e	e	e	e
149	agmen:Acc.Sg	3	n	Acc.Sg	Acc	Sg	360		agmen											
150	agmen:Dat.Pl	3	n	Dat.Pl	Dat	Pl	360	ibus	agminibus	eui	e	e	ei	ei	e	e	e	e	e	e
151	ala:Nom.Sg	1	f	Nom.Sg	Nom	Sg	73	a	āla	a	a	a	a	a	a	a	a	a	a	a
152	ala:Abl.Pl	1	f	Abl.Pl	Abl	Pl	73	īs	ālīs	ī	a	a	ai	ai	ai	ai	ai	ai	ai	ai
153	ala:Dat.Sg	1	f	Dat.Sg	Dat	Sg	73	ae	ālae	ea	e	e	e	e	e	e	e	e	e	e
154	ala:Acc.Pl	1	f	Acc.Pl	Acc	Pl	73	ās	ālās	ai	ai	ai	ai	ai	ai	ai	ai	ai	ai	ai
155	ala:Gen.Sg	1	f	Gen.Sg	Gen	Sg	73	ae	ālae	ea	e	e	e	e	e	e	e	e	e	e
156	ala:Gen.Pl	1	f	Gen.Pl	Gen	Pl	73	ārum	ālārum	aru	eu	ei	ei	ei	ei	e	e	e	e	e
157	ala:Abl.Sg	1	f	Abl.Sg	Abl	Sg	73	ā	ālā	a	a	a	a	a	a	a	a	a	a	a
158	ala:Nom.Pl	1	f	Nom.Pl	Nom	Pl	73	ae	ālae	ea	a	ai	ai	ai	ai	ai	ai	ai	a	ai
159	ala:Acc.Sg	1	f	Acc.Sg	Acc	Sg	73	am	ālam	a	a	a	a	a	a	a	a	a	a	a
160	ala:Dat.Pl	1	f	Dat.Pl	Dat	Pl	73	īs	ālīs	ī	e	ei	ei	ei	ei	e	e	e	e	e
161	altum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	96	um	altum	u	u	u	u	u	u	u	u	u	u	u
162	altum:Abl.Pl	2	n	Abl.Pl	Abl	Pl	96	īs	altīs	ī										
163	altum:Dat.Sg	2	n	Dat.Sg	Dat	Sg	96	ō	altō	u	u		u	u	u	u	u	u	u	u
164	altum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	96	a	alta	a										
165	altum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	96	ī	altī	i				u	u	u	u	u	u	u
166	altum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	96	ōrum	altōrum	oru	u	e	e							
167	altum:Abl.Sg	2	n	Abl.Sg	Abl	Sg	96	ō	altō	u	u	u	u	u	u	u	u	u	u	u
168	altum:Nom.Pl	2	n	Nom.Pl	Nom	Pl	96	a	alta	a										
169	altum:Acc.Sg	2	n	Acc.Sg	Acc	Sg	96	um	altum	u	u	u	u	u	u	u	u	u	u	u
170	altum:Dat.Pl	2	n	Dat.Pl	Dat	Pl	96	īs	altīs	ī										
171	amica:Nom.Sg	1	f	Nom.Sg	Nom	Sg	564	a	amīca	a	a	a	a	a	a	a	a	a	a	a
172	amica:Abl.Pl	1	f	Abl.Pl	Abl	Pl	564	īs	amīcīs	ī	u	a	ai	ai	ai	ai	ai	ai	ai	ai
173	amica:Dat.Sg	1	f	Dat.Sg	Dat	Sg	564	ae	amīcae	ea	e	e	e	e	e	e	e	e	e	e
174	amica:Acc.Pl	1	f	Acc.Pl	Acc	Pl	564	ās	amīcās	ai	ai	ai	ai	ai	ai	ai	ai	ai	ai	ai
175	amica:Gen.Sg	1	f	Gen.Sg	Gen	Sg	564	ae	amīcae	ea	e	e	e	e	e	e	e	e	e	e
176	amica:Gen.Pl	1	f	Gen.Pl	Gen	Pl	564	ārum	amīcārum	aru	eu	e	ei	ei	ei	e	e	e	e	e
177	amica:Abl.Sg	1	f	Abl.Sg	Abl	Sg	564	ā	amīcā	a	a	a	a	a	a	a	a	a	a	a
178	amica:Nom.Pl	1	f	Nom.Pl	Nom	Pl	564	ae	amīcae	ea	a	ai	ai	ai	ai	ai	ai	ai	ai	ai
179	amica:Acc.Sg	1	f	Acc.Sg	Acc	Sg	564	am	amīcam	a	a	a	a	a	a	a	a	a	a	a
180	amica:Dat.Pl	1	f	Dat.Pl	Dat	Pl	564	īs	amīcīs	ī	eu	ei	ei	ei	ei	e	e	e	e	e
181	amicus:Nom.Sg	2	m	Nom.Sg	Nom	Sg	564	us	amīcus	ui	u	u	u	u	u	u	u	u	u	u
182	amicus:Abl.Pl	2	m	Abl.Pl	Abl	Pl	564	īs	amīcīs	ī	iu									
183	amicus:Dat.Sg	2	m	Dat.Sg	Dat	Sg	564	ō	amīcō	u	u			u	u	u	u	u	u	u
184	amicus:Acc.Pl	2	m	Acc.Pl	Acc	Pl	564	ōs	amīcōs	ui	i	i								
185	amicus:Gen.Sg	2	m	Gen.Sg	Gen	Sg	564	ī	amīcī	i				u	u	u	u	u	u	u
186	amicus:Gen.Pl	2	m	Gen.Pl	Gen	Pl	564	ōrum	amīcōrum	oru	iu	e	ei							
187	amicus:Abl.Sg	2	m	Abl.Sg	Abl	Sg	564	ō	amīcō	u	u	u	u	u	u	u	u	u	u	u
188	amicus:Nom.Pl	2	m	Nom.Pl	Nom	Pl	564	ī	amīcī	i	i	i								
189	amicus:Acc.Sg	2	m	Acc.Sg	Acc	Sg	564	um	amīcum	u	ui	u	u	u	u	u	u	u	u	u
190	amicus:Dat.Pl	2	m	Dat.Pl	Dat	Pl	564	īs	amīcīs	ī	iu	ei	ei					e	e	e
191	amnis:Nom.Sg	3	m	Nom.Sg	Nom	Sg	244	is	amnis	ei										
192	amnis:Abl.Pl	3	m	Abl.Pl	Abl	Pl	244	ibus	amnibus	eui	eu	e	e	e	e	e	e	e	e	e
193	amnis:Dat.Sg	3	m	Dat.Sg	Dat	Sg	244	ī	amnī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
194	amnis:Acc.Pl	3	m	Acc.Pl	Acc	Pl	244	ēs	amnēs	ei	ei	ei	e	e	e	e	e	e	e	e
195	amnis:Gen.Sg	3	m	Gen.Sg	Gen	Sg	244	is	amnis	ei	ei	e	e							
196	amnis:Gen.Pl	3	m	Gen.Pl	Gen	Pl	244	ium	amnium	eu	eiu	ei	ei	ei	ei	e	e	e	e	e
197	amnis:Abl.Sg	3	m	Abl.Sg	Abl	Sg	244	e	amne	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
198	amnis:Nom.Pl	3	m	Nom.Pl	Nom	Pl	244	ēs	amnēs	ei	i	i	e	e	e	e	e	e	e	e
199	amnis:Acc.Sg	3	m	Acc.Sg	Acc	Sg	244	em	amnem	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
200	amnis:Dat.Pl	3	m	Dat.Pl	Dat	Pl	244	ibus	amnibus	eui	eiu	ei	ei	ei	ei	e	e	e	e	e
201	amor:Nom.Sg	3	m	Nom.Sg	Nom	Sg	539		amor											
202	amor:Abl.Pl	3	m	Abl.Pl	Abl	Pl	539	ibus	amōribus	eui	eu	e	e	e	e	e	e	e	e	e
203	amor:Dat.Sg	3	m	Dat.Sg	Dat	Sg	539	ī	amōrī	i	e	e	ea	ea	ea	ea	ea	ea	ea	ea
204	amor:Acc.Pl	3	m	Acc.Pl	Acc	Pl	539	ēs	amōrēs	ei	ei	ei	e	e	e	e	e	e	e	e
205	amor:Gen.Sg	3	m	Gen.Sg	Gen	Sg	539	is	amōris	ei	e	e	e		e					
206	amor:Gen.Pl	3	m	Gen.Pl	Gen	Pl	539	um	amōrum	u	eu	ei	ei	ei	ei	e	e	e	e	e
207	amor:Abl.Sg	3	m	Abl.Sg	Abl	Sg	539	e	amōre	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
208	amor:Nom.Pl	3	m	Nom.Pl	Nom	Pl	539	ēs	amōrēs	ei	i	i	e	e	e	e	e	e	e	e
209	amor:Acc.Sg	3	m	Acc.Sg	Acc	Sg	539	em	amōrem	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea	ea
210	amor:Dat.Pl	3	m	Dat.Pl	Dat	Pl	539	ibus	amōribus	eui	eiu	ei	ei	ei	ei	e	e	e	e	e
211	anima:Nom.Sg	1	f	Nom.Sg	Nom	Sg	182	a	anima	a	a	a	a	a	a	a	a	a	a	a
212	anima:Abl.Pl	1	f	Abl.Pl	Abl	Pl	182	īs	animīs	ī	a	a	ai	ai	ai	ai	ai	ai	ai	ai
213	anima:Dat.Sg	1	f	Dat.Sg	Dat	Sg	182	ae	animae	ea	e	e	e	e	e	e	e	e	e	e
214	anima:Acc.Pl	1	f	Acc.Pl	Acc	Pl	182	ās	animās	ai	ai	ai	ai	ai	ai	ai	ai	ai	ai	ai
215	anima:Gen.Sg	1	f	Gen.Sg	Gen	Sg	182	ae	animae	ea	e	e	e	e	e	e	e	e	e	e
216	anima:Gen.Pl	1	f	Gen.Pl	Gen	Pl	182	ārum	animārum	aru	eu	ei	ei	ei	ei	e	e	e	e	e
217	anima:Abl.Sg	1	f	Abl.Sg	Abl	Sg	182	ā	animā	a	a	a	a	a	a	a	a	a	a	a
218	anima:Nom.Pl	1	f	Nom.Pl	Nom	Pl	182	ae	animae	ea	a	ai	ai	ai	ai	ai	ai	ai	ai	ai
219	anima:Acc.Sg	1	f	Acc.Sg	Acc	Sg	182	am	animam	a	a	a	a	a	a	a	a	a	a	a
220	anima:Dat.Pl	1	f	Dat.Pl	Dat	Pl	182	īs	animīs	ī	e	ei	ei	ei	ei	e	e	e	e	e
221	animal:Nom.Sg	3	n	Nom.Sg	Nom	Sg	307		animal											
